#OTUID	taxonomy	confidence
507c8ff323be969644b8606df8092158	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__	0.999976514222188
b3ec4af9b722d0e1fbf522ae4f5a3f32	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__	0.999998903614032
cb0b05ae5c3701cdfbe3b28828f94210	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	0.999966312969446
7eae8eecd26b273319c4cde8fe4a752c	k__Bacteria	0.936739746646376
67a7abb08f5bfe180f0ca7539b8a7086	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__; s__	0.999981921439266
811530e9698b3a26907c72475006bf16	k__Bacteria	0.940709752247696
9b3c09a458f7d9b6501e1666de2f09a6	k__Bacteria	0.937700282798132
4a8b8924cc4e14cf8498dd741bf656aa	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__	0.997992867184065
c9d38fd93845972b28308ab2443fc572	k__Bacteria	0.902606950388743
1ea5070c87f0a0eab9bf512069d35f45	k__Bacteria	0.941908650020796
e860d504cdccaa54d1b4fa8027aa7d41	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__	0.992965308383993
764019a87ed1a2b24a28514c865e5695	k__Bacteria	0.92949190074247
b8694933b91ba2233f2e309fe65f7fbd	k__Bacteria	0.9296055631035
90b4689c978560d5c9e5c721948c8786	k__Bacteria	0.944188193250506
fba48aa7b98299441f67ad1254b78125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__; s__	0.947769374619088
e468050b33607e4f821a87b604b5f273	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Antarcticimonas; s__flava	0.887969682445985
c26ea58703ecc0cee8b2df0e052ed235	k__Bacteria	0.90571836478969
dca10d324c09e8b19f3f95fa83466b32	Unassigned	0.781595952471441
290e470ffff84d512bb4b26db1e1c348	k__Bacteria	0.902210906903365
2d441aa02e75e0b188dc0f92ef3402f4	k__Bacteria	0.918011927209182
876de5618d21b965cfa0afd1586adfb1	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__	0.998648535251568
dee830ea2351c91e8bc461418a66b7f0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales	0.893639082699244
9eb67279c3a8fff11ee17b1b350decc0	k__Bacteria	0.972657054285574
0c8b41e2638cdbaeb54c9b2325f143d9	k__Bacteria	0.953257240107413
1d53a0a11bef9decc3d296e0e38c5a95	Unassigned	0.925251571629002
ba1dff3c1535726d9f17a9e01b37f297	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.971958490878755
25d658d181bbf3be75d4a91e53956104	k__Bacteria	0.937802947225773
e5f6fc5abd607e8a74696383f62666a5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__	0.999919386081311
6ae2852428fdab78aa05087bad18319e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae	0.999951678075084
d338af5cb4df806220991e9c0fc12432	k__Bacteria	0.924399876817436
0fe456a9ce64ad5d151317ffdf5a2de7	k__Bacteria	0.953574377494704
acd14de5c0bc475da14a1a9f1b7541b6	k__Bacteria	0.906786258217597
891ff20966563bc47e5c0eeadf8e0b24	Unassigned	0.905299992704863
5465f00be0afc1019190d41aa58d93e9	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae	0.999998388776839
055ab8af0bfa035b212612cd4146ef4a	k__Bacteria	0.948069832907497
7b9c86e2c9345c7c0ee05ba58da4cf5e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__	0.995250857661819
87e87aa658e727d444caa77ea8f05cde	k__Bacteria	0.984466487105492
0af2408f6e804e4416b185770e7c06e3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__Congregibacter; s__	0.9981544011943
9fc5eb8e0a62b1ece74c36cd9a681e2c	k__Bacteria	0.924633379623355
9704237537da526d9098ed11f4d39e35	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999999613021409
ce38161234b655365f0205de3aed754e	Unassigned	0.917076582669065
0c35bc2c17a7a244d3ac363a62f8666a	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Loktanella; s__	0.911218568717008
28b955adc6f0a69a033025d041c9762c	k__Bacteria	0.955600815764768
be55c9c685b65f71ce97a7fcda93dbbc	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.967525313483954
2a6680f949310fdcee12473c0e1cf00d	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfosarcina; s__	0.999058581041381
74717403949d99bacf7524461e19cec9	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Sediminibacter; s__furfurosus	0.992443717113523
3a94c453735bea13fe4bb0acbd7821ba	k__Bacteria	0.954135218166637
343c313fe29a5dd43fb653468d122fc1	k__Bacteria	0.952115782260186
1b71bc805621c37ab48beee2d2f924ca	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__; s__	0.974261022777506
703784c55eb0c3368d101971f3a673c1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__	0.99918668085177
05a8ce362dad84603b8e58c2f1502164	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__	0.99996594875466
9c8bea1eebfada02d2b475d89275fbab	Unassigned	0.913258589590708
d5305f1ae583f1cf8a0b7be8721908ef	k__Bacteria	0.947146684208355
e69b7bf5e356064b1bb62c5b5866f164	k__Bacteria	0.938721762879318
a633ff525f0daa7e18e2ed55587c1fad	k__Bacteria	0.887732967546192
309dfefbbe1c112a4f5dae63a8a45cef	Unassigned	0.907885197248785
3d1dbe7835f424ea5722847233557f95	k__Bacteria	0.90743624571169
08727c3344e38227551d072ed375fb94	k__Bacteria	0.925197079288971
c6168a3a90391d3296f64c34b1e34b29	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfosarcina; s__	0.99992513865085
5b9c1c910dc611bba04ef29ca6f6897e	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales	0.960874293098894
09a0a30d0f9707097f30f9a9d0d52625	k__Bacteria	0.946372115399882
d16d6e66b1cee92c60b345290015448f	k__Bacteria	0.944121241089505
03c9fc9af8748b2ea0ef7ffec8f757f8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Lutibacterium; s__	0.99090381622866
778fbd6454d57cae3218543e9220ab6f	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Pigmentiphaga; s__	0.991544217735457
50c008c36a8560aaf709ab4bf293648b	k__Bacteria	0.949776033119722
e5d382c56b5e5ff5c3c1e14eb285ee31	k__Bacteria	0.890461372599371
387e690b4027e5d85793632aef12bd12	k__Bacteria	0.883586864167777
2117075df6b8ebc03b1c28452fd9de83	Unassigned	0.804203293565933
a831679349d8aedfcfb275833acc12b1	k__Bacteria; p__Tenericutes; c__Mollicutes; o__; f__; g__; s__	0.999999967900351
bd70b316e9c4e041fe9d92d459a01335	Unassigned	0.869249034129303
ed012e0ea96bd6c0028ae8f462986006	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__	0.992625370199955
979219480a9734ab48ad75c8207018d5	k__Bacteria	0.916657781758101
5efb05b97a6127c0571c6fb13566d0dc	Unassigned	0.860617463613018
c3b9d13df359ffd6527f4d3a1ea7f11a	k__Bacteria	0.920305868501563
428b9860b3bc649568eb85c3b096bcab	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	0.999999643262473
f4e89c5f82ee9fafb0660b8cfe34a1e7	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__	0.999261842335348
574f8ef97bb631c905a4887af7a78bb0	k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__	0.999987458929038
747bf7744bdbd06b80d5787d51664e05	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__	0.735411398523107
570def413a63083490d7badb31c97ae9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.816317694166765
10a28da2a6dbf5de9bb3f5f23849c5ac	k__Bacteria	0.950283522686622
200a6b29359689cdb2f33bd1e6c3e62f	k__Bacteria	0.882404481640019
316343555be3ff83b403b91617f82046	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.999565924716038
f4f71eeff95836006f2b6ac8fa760718	Unassigned	0.90705751419236
d6be8053ce1f4284c13f29b3e3c59f52	k__Bacteria	0.962793453331186
